"","V1","V2","long","lat"
"37","CASCARINO'S PIZZA","1460 COLLEGE POINT BOULEVARD,QUEENS NY,11356",-73.8460478,40.7843278
"38","CASCARINO'S","15259 10 AVENUE,QUEENS NY,11357",-73.8081459,40.7933953
"39","Cascalote Latin Bistro","2126 2ND AVENUE,MANHATTAN NY,10029",-73.9406285,40.7926781
"40","CASCADES CATERING HALL","1055 EAST   45 STREET,BROOKLYN NY,11203",-73.933189,40.635361
"41","CASCADE CAFE","900 8 AVENUE,MANHATTAN NY,10019",-73.9841493,40.764334
"42","CASCADA RESTAURANT AND BAR","5322 ROOSEVELT AVENUE,QUEENS NY,11377",-73.9108569,40.744381
"43","CASCADA  CAFE","675A SENECA AVE,QUEENS NY,11385",-73.9082351,40.7032565
"44","CASCABEL TAQUERIA","1556 2ND AVE,MANHATTAN NY,10028",-73.9539916,40.7743636
"45","CASCABEL TAQUERIA","2799 BROADWAY,MANHATTAN NY,10025",-73.9680575,40.8028278
"46","CASANOVAS BILLIARDS","102-02 43 AVENUE,QUEENS NY,11368",-73.862576,40.746994
"47","CASANOVA RESTAURANT","338 MC GUINESS BOULEVARD,BROOKLYN NY,11222",-73.9519874,40.7341274
"48","CASALE'S BAKERY & SPECIALTY FOODS","96 PAGE AVENUE,STATEN ISLAND NY,10309",-74.2356563,40.5220818
"49","CASABLANCA GRILL","1132 1ST AVE,MANHATTAN NY,10065",-73.9602123,40.7615373
"50","CASABLANCA BAR & GRILL","1810 FLATBUSH AVE,BROOKLYN NY,11210",-73.940528,40.625587
"51","CASABLANCA","340 WALTON AVE,BRONX NY,10451",-73.9295936,40.8154593
"52","CASABIANCA PIZZERIA","503 WEST   57 STREET,MANHATTAN NY,10019",-73.9888801,40.7694846
"53","CASA VIEJA RESTAURANT","6007 5 AVENUE,BROOKLYN NY,11220",-74.016275,40.6391407
"54","CASA VERDE","3471 RICHMOND ROAD,STATEN ISLAND NY,10306",-74.136564,40.573198
"55","CASA RESTAURANT & LOUNGE","3607 E TREMONT AVE,BRONX NY,10465",-73.824308,40.829011
"56","CASA PROMESA","308 EAST  175 STREET,BRONX NY,10457",-73.9040798,40.8464484
"57","CASA PROMESA","915 WESTCHESTER AVENUE,BRONX NY,10459",-73.8982961,40.8215606
"58","CASA PEPE","114 BAYRIDGE AVENUE,BROOKLYN NY,11220",-74.0318242,40.6373534
"59","CASA PANINI TRATTORIA ITALIANA","100 STUYVESANT PL,STATEN ISLAND NY,10301",-74.0778206,40.6437416
"60","CASA NOVA","3555 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1767682,40.6016495
"61","CASA NONNA","310 WEST   38 STREET,MANHATTAN NY,10018",-73.9927853,40.7549995
"62","CASA NINO","1757 ARTHUR KILL ROAD,STATEN ISLAND NY,10312",-74.1973222,40.5597173
"63","CASA MONO/BAR JAMON (NEXT DOOR)","52 IRVING PLACE,MANHATTAN NY,10003",-73.9871361,40.7358936
"64","CASA MEZCAL","86 ORCHARD STREET,MANHATTAN NY,10002",-73.9901253,40.7179202
"65","CASA MEXICANA","898 AMSTERDAM AVE,MANHATTAN NY,10025",-73.9670733,40.7989195
"66","CASA LOUNGE","2557 STEINWAY STREET,QUEENS NY,11103",-73.9125893,40.7664377
"67","CASA LEVER","390 PARK AVENUE,MANHATTAN NY,10022",-73.9728451,40.7595975
"68","CASA LA FEMME","140 CHARLES STREET,MANHATTAN NY,10014",-74.0081208,40.7339636
"69","CASA ENRIQUE","548 49 AVENUE,QUEENS NY,11101",-73.9463674,40.7419554
"70","Casa Edesia","2006 CROPSEY AVE,BROOKLYN NY,11214",-74.0027979,40.5999018
"71","CASA DI ISACCO","536 9 AVENUE,MANHATTAN NY,10018",-73.993435,40.7568062
"72","CASA DEL CHEF BISTRO","3906 1/2 64TH ST,QUEENS NY,11377",-73.9018189,40.7380489
"73","CASA COLOMBIA","8623 ROOSEVELT AVE,QUEENS NY,11372",-73.8763064,40.7484626
"74","CASA CHONITA","490 BROADWAY,STATEN ISLAND NY,10310",-74.116484,40.6290819
"75","CASA BELLA","127 MULBERRY STREET,MANHATTAN NY,10013",-73.9982079,40.7180815
"76","CASA ASIA","14945 14 AVENUE,QUEENS NY,11357",-73.81459,40.7890159
"77","CASA AGAVE MEXICAN BAR & GRILL","693 9TH AVE,MANHATTAN NY,10036",-73.9902924,40.7621173
"78","CASA ADELA RESTAURANT","66 AVENUE C,MANHATTAN NY,10009",-73.9796373,40.7225684
"79","CASA","72 BEDFORD STREET,MANHATTAN NY,10014",-74.004742,40.7314849
"80","CAS' WEST INDIAN & AMERICAN RESTAURANT","135 KINGSTON AVENUE,BROOKLYN NY,11213",-73.9414286,40.6752517
"81","CARVEL ICE CREAM, DAYLIGHT DONUTS, KUNG FU TEA","9 BROADWAY,MANHATTAN NY,10004",-74.0142069,40.7051869
"82","CARVEL ICE CREAM","14901 14 AVENUE,QUEENS NY,11357",-73.8159719,40.788488
"83","CARVEL ICE CREAM","7565 31 AVENUE,BRONX NY,11370",-73.8920879,40.760344
"84","CARVEL ICE CREAM","7517 3RD AVE,BROOKLYN NY,11209",-74.0277474,40.6309461
"85","CARVEL ICE CREAM","6924 5 AVENUE,BROOKLYN NY,11209",-74.0214172,40.6329932
"86","CARVEL ICE CREAM","1652 86 STREET,BROOKLYN NY,11214",-74.0061654,40.6090815
"87","CARVEL ICE CREAM","4332 AMBOY RD,STATEN ISLAND NY,10312",-74.1597022,40.545135
"88","CARVEL ICE CREAM","4332 AMBOY ROAD,STATEN ISLAND NY,10312",-74.1597022,40.545135
"89","CARVEL ICE CREAM","10720 ATLANTIC AVENUE,QUEENS NY,11416",-73.8375974,40.6909391
"90","CARVEL ICE CREAM","4704 AVENUE N,BROOKLYN NY,11234",-73.9295032,40.6185329
"91","CARVEL ICE CREAM","2166 BATH AVENUE,BROOKLYN NY,11214",-73.9978322,40.5985843
"92","CARVEL ICE CREAM","6510 BAY PARKWAY,BROOKLYN NY,11204",-73.9818968,40.6137163
"93","CARVEL ICE CREAM","189 BEACH 116TH ST,QUEENS NY,11694",-73.8371617,40.5795611
"94","CARVEL ICE CREAM","5759 BROADWAY,BRONX NY,10463",-73.901856,40.883713
"95","CARVEL ICE CREAM","1250 CASTLE HILL AVE,BRONX NY,10462",-73.8511316,40.8335033
"96","CARVEL ICE CREAM","203 CHURCH AVENUE,BROOKLYN NY,11218",-73.9782209,40.6435523
"97","CARVEL ICE CREAM","2744 CONEY ISLAND AVENUE,BROOKLYN NY,11235",-73.9607877,40.58957
"98","CARVEL ICE CREAM","16310 CROSSBAY BOULEVARD,QUEENS NY,11414",-73.8385257,40.6519527
"99","CARVEL ICE CREAM","1006 EAST  233 STREET,BRONX NY,10466",-73.8485737,40.8903794
"100","CARVEL ICE CREAM","3442 EAST TREMONT AVENUE,BRONX NY,10465",-73.8279249,40.832127
"101","CARVEL ICE CREAM","1776 FOREST AVENUE,STATEN ISLAND NY,10303",-74.1481402,40.6246244
"102","CARVEL ICE CREAM","480 FOREST AVENUE,STATEN ISLAND NY,10310",-74.1062304,40.6302634
"103","CARVEL ICE CREAM","2828 FRANCIS LEWIS BOULEVARD,QUEENS NY,11358",-73.793881,40.7707486
"104","CARVEL ICE CREAM","2231 GRAND CONCOURSE,BRONX NY,10453",-73.9011328,40.8563138
"105","CARVEL ICE CREAM","26515 HILLSIDE AVENUE,QUEENS NY,11004",-73.7032627,40.7386242
"106","CARVEL ICE CREAM","24900 HORACE HARDING EXPRESSWAY,QUEENS NY,11362",-73.7252549,40.7643628
"107","CARVEL ICE CREAM","1111 HYLAN BOULEVARD,STATEN ISLAND NY,10305",-74.0796436,40.5987834
"108","CARVEL ICE CREAM","11610 LIBERTY AVENUE,QUEENS NY,11419",-73.826327,40.685635
"109","CARVEL ICE CREAM","762 MANOR RD,STATEN ISLAND NY,10314",-74.1218686,40.6087388
"110","CARVEL ICE CREAM","280 MARSH AVE,STATEN ISLAND NY,10314",-74.1641704,40.5780896
"111","CARVEL ICE CREAM","13118 MERRICK BOULEVARD,QUEENS NY,11434",-73.7610382,40.6791502
"112","CARVEL ICE CREAM","10321 METROPOLITAN AVE,QUEENS NY,11375",-73.8489942,40.7103593
"113","CARVEL ICE CREAM","5612 METROPOLITAN AVENUE,QUEENS NY,11385",-73.8579722,40.7115824
"114","CARVEL ICE CREAM","560 MORRIS AVENUE,BRONX NY,10451",-73.9223143,40.8177868
"115","CARVEL ICE CREAM","5824 MYRTLE AVENUE,QUEENS NY,11385",-73.8909211,40.7011143
"116","CARVEL ICE CREAM","17115 NORTHERN BOULEVARD,QUEENS NY,11358",-73.7952062,40.7581643
"117","CARVEL ICE CREAM","3594 NOSTRAND AVENUE,BROOKLYN NY,11229",-73.9414178,40.5963741
"118","CARVEL ICE CREAM","760 ORIENTAL BOULEVARD,BROOKLYN NY,11235",-73.9462838,40.5775321
"119","CARVEL ICE CREAM","1775 RICHMOND ROAD,STATEN ISLAND NY,10306",-74.1041,40.5872619
"120","CARVEL ICE CREAM","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"121","CARVEL ICE CREAM","5826 ROOSEVELT AVENUE,QUEENS NY,11377",-73.9058662,40.7451668
"122","CARVEL ICE CREAM","8107 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8799004,40.7480789
"123","CARVEL ICE CREAM","16102 UNION TURNPIKE,QUEENS NY,11366",-73.8060892,40.7207343
"124","CARVEL ICE CREAM","2472 WEBSTER AVENUE,BRONX NY,10458",-73.8924867,40.8603192
"125","CARVEL ICE CREAM","3011 WESTCHESTER AVENUE,BRONX NY,10461",-73.8319216,40.8475783
"126","CARVEL ICE CREAM","2045 WILLIAMSBRIDGE RD,BRONX NY,10461",-73.8554764,40.8549755
"127","CARVEL","7111 18TH AVE,BROOKLYN NY,11204",-73.9937457,40.6153206
"128","CARVE UNIQUE SANDWICHES","760 8 AVENUE,MANHATTAN NY,10036",-73.9872281,40.7601189
"129","CARVAL PIZZERIA","1544 MADISON AVE,MANHATTAN NY,10029",-73.9504158,40.7927327
"130","CARUSO PIZZERIA & RESTAURANT","150 SMITH STREET,BROOKLYN NY,11201",-73.9908184,40.686652
"131","CARTAZ CUISINE","233 RALPH AVE,BROOKLYN NY,11233",-73.9221331,40.6815953
"132","CARRY ON TEA & SYMPATHY","110 GREENWICH AVENUE,MANHATTAN NY,10011",-74.0021226,40.738267
"133","CARROT TOP PASTRIES II","5025 BROADWAY,MANHATTAN NY,10034",-73.9167447,40.86966
"134","CARROT TOP PASTRIES","3931 BROADWAY,MANHATTAN NY,10032",-73.9418004,40.839066
"135","CARROLL PLACE","157 BLEECKER ST,MANHATTAN NY,10012",-73.9997055,40.7286997
"136","CARROLL GARDENS DINER","192 COLUMBIA ST,BROOKLYN NY,11231",-74.0026969,40.685533
"137","CARROLL GARDENS CLASSIC DINER","155 SMITH STREET,BROOKLYN NY,11201",-73.9904349,40.6864117
"138","CARRO CAFE","3472 FULTON STREET,BROOKLYN NY,11208",-73.8674033,40.6848082
"139","CARRIZAL RESTAURANT","1346 BROADWAY,BROOKLYN NY,11221",-73.922894,40.6897331
"140","CARRERA BAKERY","178 IRVING AVENUE,BROOKLYN NY,11237",-73.9195567,40.7017733
"141","CARRAGHER'S","228 W 39TH ST,MANHATTAN NY,10018",-73.9895415,40.7544
"142","CAROUSEL FOR ALL CHILDREN","2 ETON PLACE,STATEN ISLAND NY,10314",-74.158373,40.6035816
"143","CAROM CAFE BILLIARDS","3402 LINDEN PLACE,QUEENS NY,11354",-73.8315993,40.7660736
"144","CAROLS LOUNGE","311 EAST  170 STREET,BRONX NY,10456",-73.909879,40.837528
"145","CAROLINE'S ON BROADWAY","750 7 AVENUE,MANHATTAN NY,10019",-73.9837606,40.7608268
"146","CAROL'S CAFE","1571 RICHMOND ROAD,STATEN ISLAND NY,10304",-74.1012364,40.5912386
"147","CAROL'S BUN","139 EAST BROADWAY,MANHATTAN NY,10002",-73.9914896,40.7137108
"148","CARNIVAL PALACE","9209 JAMAICA AVE,QUEENS NY,11421",-73.8514685,40.6939318
"149","CARNITAS EL ATORADERO","800 EAST  149 STREET,BRONX NY,10455",-73.9066106,40.8125315
"150","CARNEM","318 5TH AVE,BROOKLYN NY,11215",-73.9832749,40.673155
"151","CARNEGIE DELI CONCESSION","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"152","CARNATION BAKERY","4605 KISSENA BOULEVARD,QUEENS NY,11355",-73.818654,40.7506126
"153","CARMINE'S RESTAURANT","14646 LIBERTY AVENUE,QUEENS NY,11435",-73.8048252,40.6955837
"154","CARMINE'S PIZZA","358 GRAHAM AVENUE,BROOKLYN NY,11211",-73.9441706,40.7149867
"155","CARMINE'S","2450 BROADWAY,MANHATTAN NY,10024",-73.9739914,40.7910963
"156","CARMINE'S","200 WEST   44 STREET,MANHATTAN NY,10036",-73.9867788,40.7574973
"157","CARMEN CAFE ( Carmen Hall)","250 BEDFORD PARK BLVD W,BRONX NY,10468",-73.8931763,40.8748896
"158","CARMELITAS BILLARDS","11106 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8555402,40.7516584
"159","CARMA ASIAN TAPAS","38 CARMINE ST,MANHATTAN NY,10014",-74.0031609,40.729929
"160","CARLYLE GREEN  POOL STAND","145 CARLYLE GREEN POOL,STATEN ISLAND NY,10312",-74.1827119,40.555548
"161","CARLOW EAST","1254 LEXINGTON AVENUE,MANHATTAN NY,10028",-73.9564713,40.7786561
"162","CARLOS PIZZERIA","575 SENECA AVENUE,QUEENS NY,11385",-73.9106153,40.7045584
"163","CARLOS PIZZA","7402 METROPOLITAN AVENUE,QUEENS NY,11379",-73.8781243,40.7126348
"164","CARLOS AND GABBY'S CANTINA GRILL","5685 RIVERDALE AVENUE,BRONX NY,10471",-73.9044555,40.9066215
"165","CARLOS AND GABBY'S","6711 MAIN STREET,QUEENS NY,11367",-73.825009,40.7337688
"166","CARLOS & GABBY'S","1376 CONEY ISLAND AVENUE,BROOKLYN NY,11230",-73.9652687,40.623953
"167","CARLO'S BAKERY","625 8TH AVE,MANHATTAN NY,10018",-73.9905204,40.7569613
"168","CARLETON LOUNGE","500 W 120TH ST,MANHATTAN NY,10027",-73.9599676,40.8093798
"169","CARLA HALL'S SOUTHERN KITCHEN","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"170","CARLA HALL BAKES","52 GANSEVOORT ST,MANHATTAN NY,10014",-74.0070333,40.7392072
"171","CARITA FELIZ","218 STOCKHOLM ST,BROOKLYN NY,11237",-73.9212336,40.7008847
"172","CARIOCA GRILL","2903 BROADWAY,QUEENS NY,11106",-73.9266702,40.7627948
"173","CARINO ON SECOND","1710 2ND AVE,MANHATTAN NY,10128",-73.9502133,40.7794645
"174","CARINO","82 SOUTH    4 STREET,BROOKLYN NY,11249",-73.964778,40.7124564
"175","CARIFESTA RESTAURANT","12615 LIBERTY AVENUE,QUEENS NY,11419",-73.8179959,40.688878
"176","CARIFESTA RESTAURANT","4251 WHITE PLAINS RD,BRONX NY,10466",-73.8568142,40.8947879
"177","CARIDAD RESTAURANT AT GRAHAM","108 GRAHAM AVE,BROOKLYN NY,11206",-73.9425836,40.7049499
"178","CARIDAD RESTAURANT","3533 BROADWAY,MANHATTAN NY,10031",-73.9509786,40.8264242
"179","CARIDAD RESTAURANT","51 EAST  170 STREET,BRONX NY,10452",-73.9159515,40.8398945
"180","CARIDAD RESTAURANT","410 EAST TREMONT AVENUE,BRONX NY,10457",-73.9004847,40.8473634
"181","CARIDAD RESTAURANT","2230 GRAND CONCOURSE,BRONX NY,10457",-73.9002355,40.8561134
"182","CARIDAD RESTAURANT","9019 JAMAICA AVENUE,QUEENS NY,11421",-73.8514692,40.6939315
"183","CARIDAD RESTAURANT","10002 NORTHERN BOULEVARD,QUEENS NY,11368",-73.8682449,40.7570462
"184","CARIDAD RESTAURANT","135 W KINGSBRIDGE RD,BRONX NY,10468",-73.9030902,40.8694029
"185","CARIDAD RESTAURANT","554 WEST  181 STREET,MANHATTAN NY,10033",-73.9329869,40.8487513
"186","CARIDAD RESTAURANT","1594 WESTCHESTER AVE,BRONX NY,10472",-73.8756355,40.8289558
"187","CARIDAD EXPRESS RESTAURANT","710 E 138TH ST,BRONX NY,10454",-73.9131241,40.8047676
"188","CARIDAD EXPRESS RESTAURANT","347 EAST  204 STREET,BRONX NY,10467",-73.8776143,40.8722514
"189","CARIDAD CHINA RESTAURANT","108 GRAHAM AVE,BROOKLYN NY,11206",-73.9425836,40.7049499
"190","CARIDAD & LOUIE'S RESTAURANT","1660 EAST GUN HILL ROAD,BRONX NY,10469",-73.837686,40.8657087
"191","CARIDAD","588 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.97411,40.789457
"192","CARIDAD","1436 WILLIAMSBRIDGE ROAD,BRONX NY,10461",-73.8447207,40.8431535
"193","CARIBEL RESTAURANT","128 WYCKOFF AVENUE,BROOKLYN NY,11237",-73.9180149,40.7033297
"194","CARIBE STAR","5455 MYRTLE AVENUE,QUEENS NY,11385",-73.8909463,40.7011125
"195","CARIBE RESTAURANT","849 CASTLE HILL AVE,BRONX NY,10473",-73.849625,40.8245689
"196","CARIBE RESTAURANT","214 CENTRAL AVENUE,BROOKLYN NY,11221",-73.9251376,40.6979591
"197","CARIBE RESTAURANT","1762 CROSBY AVE,BRONX NY,10461",-73.831791,40.8467188
"198","CARIBE RESTAURANT","2 EAST GUN HILL ROAD,BRONX NY,10467",-73.8811546,40.8824542
"199","CARIBBEAN VIBES JAMAICAN RESTAURANT AND BAKERY","1436 NOSTRAND AVENUE,BROOKLYN NY,11226",-73.949916,40.651219
"200","CARIBBEAN TOP GRILL","2077 NOSTRAND AVENUE,BROOKLYN NY,11210",-73.9476507,40.6348693
"201","CARIBBEAN STYLE CUISINE","14507 ROCKAWAY BOULEVARD,QUEENS NY,11436",-73.7932608,40.673836
"202","CARIBBEAN STYLE BAKERY AND RESTAURANT","10903 LIBERTY AVE,QUEENS NY,11419",-73.832516,40.684436
"203","CARIBBEAN SPOT","3916 CHURCH AVE,BROOKLYN NY,11203",-73.9403792,40.6510939
"204","CARIBBEAN SPORTS","244 GRAND STREET,BROOKLYN NY,11211",-73.9590311,40.7134713
"205","Caribbean Jerkee's Delight","932 UTICA AVE,BROOKLYN NY,11203",-73.9305849,40.650339
"206","CARIBBEAN HUT","651 ELTON AVENUE,BRONX NY,10455",-73.9151216,40.8183107
"207","CARIBBEAN GRILL RESTAURANT","6393 BROADWAY,BRONX NY,10471",-73.8967958,40.902741
"208","CARIBBEAN GRILL","1294 WESTCHESTER AVE,BRONX NY,10459",-73.8864919,40.8273055
"209","CARIBBEAN DELIGHTS","21521 JAMAICA AVE,QUEENS NY,11428",-73.7400851,40.7174912
"210","CARIBBEAN CUISINE AND ROTI","8915 165TH ST,QUEENS NY,11432",-73.7958416,40.7072905
"211","CARIBBEAN CONNECTION CATERING SERVICES INC RESTAURANT","3969 LACONIA AVENUE,BRONX NY,10466",-73.8495799,40.884126
"212","CARIBBEAN COFFEE SHOP","527 STANLEY AVE,BROOKLYN NY,11207",-73.888917,40.6573937
"213","CARIBBEAN CABANA RESTAURANT & LOUNGE","11602 JAMAICA AVENUE,QUEENS NY,11418",-73.833035,40.6989849
"214","CARIBBEAN & AMERICAN ENTERTAINMENT BAR  LOUNGE & RESTAURANT","1640 NOSTRAND AVENUE,BROOKLYN NY,11226",-73.949349,40.64597
"215","CARI WINE BAR & RESTAURANT","2647 FREDERICK DOUGLASS BLVD,MANHATTAN NY,10030",-73.943932,40.8206429
"216","CARBONE RISTORANTE","331 WEST   38 STREET,MANHATTAN NY,10018",-73.992994,40.7554919
"217","CARBONE","181 THOMPSON STREET,MANHATTAN NY,10012",-74.0002311,40.7279891
"218","CARBO'S PIZZERIA","2456 EASTCHESTER ROAD,BRONX NY,10469",-73.8432669,40.8626699
"219","CARAVAN OF DREAMS","405 EAST    6 STREET,MANHATTAN NY,10009",-73.9856386,40.7264049
"220","CARAVAN CHICKEN","3501 BROADWAY,QUEENS NY,11106",-73.921888,40.760612
"221","CARAVAGGIO","23 EAST   74 STREET,MANHATTAN NY,10021",-73.9647249,40.7733925
"222","CARACAS BEACH CAFE","10601 SHORE FRONT PKWY,QUEENS NY,11693",-73.8260751,40.5805679
"223","CARACAS AREPA BAR","939312 EAST    7 STREET,MANHATTAN NY,10009",-73.9812322,40.7250808
"224","CARACAS AREPA BAR","291 GRAND STREET,BROOKLYN NY,11211",-73.9574212,40.7131776
"225","CARACAS AREPA /TO GO","91 EAST    7 STREET,MANHATTAN NY,10009",-73.9854223,40.7269655
"226","CARA MIA","654 9TH AVE,MANHATTAN NY,10036",-73.9906674,40.7606904
"227","CARA MIA","22020 HILLSIDE AVENUE,QUEENS NY,11427",-73.7430061,40.7303942
"228","CAPY SABOR DE CELEBRACION","8817 ROOSEVELT AVE,QUEENS NY,11372",-73.8763065,40.7484626
"229","CAPY","5524 5 AVENUE,BROOKLYN NY,11220",-74.0139657,40.6419367
"230","CAPTAIN'S PIZZERIA AND RESTAURANT","1056 MORRIS PARK AVE,BRONX NY,10461",-73.8542515,40.8486955
"231","CAPTAIN FRIED CHICKEN","39 MADISON STREET,MANHATTAN NY,10038",-73.9986198,40.712032
"232","CAPTAIN DAN'S GOOD TIME TAVERN","497 GREENE AVE,BROOKLYN NY,11216",-73.951059,40.688611
"233","CAPRICES BY SOPHIE","138 N6TH STREET,BROOKLYN NY,11249",-73.9592088,40.7175541
"234","CAPRICE","3108 ASTORIA BOULEVARD,QUEENS NY,11102",-73.9178918,40.7697153
"235","CAPRI SOCIAL CLUB","156 CALYER STREET,BROOKLYN NY,11222",-73.9541725,40.7276672
"236","CAPRI RESTAURANT","903 COLUMBUS AVE,MANHATTAN NY,10025",-73.9637489,40.7980179
"237","CAPRI PIZZA RESTAURANT","2401 WESTCHESTER AVENUE,BRONX NY,10461",-73.8466204,40.8372031
"238","CAPRI IV DELI","2073 BARTOW AVE,BRONX NY,10475",-73.8282095,40.8698058
"239","CAPRI II PIZZA","149 DREISER LOOP,BRONX NY,10475",-73.8280737,40.87759
"240","CAPRI CAKES","306 E 149TH ST,BRONX NY,10451",-73.921363,40.816763
"241","CAPRI BAKERY","186 EAST  116 STREET,MANHATTAN NY,10029",-73.9403929,40.7981
"242","CAPPUCCINO CAFE","7721 3 AVENUE,BROOKLYN NY,11209",-74.0283462,40.6294393
"243","CAPPONE'S SALUMERIA","52 GANSEVOORT ST,MANHATTAN NY,10014",-74.0070333,40.7392072
"244","CAPIZZI","547 9 AVENUE,MANHATTAN NY,10018",-73.9936832,40.7574883
"245","CAPITOLINE GROUNDS","1499 FULTON STREET,BROOKLYN NY,11216",-73.9413483,40.6801348
"246","CAPITOL RESTAURANT","4933 BROADWAY,MANHATTAN NY,10034",-73.9215284,40.8678204
"247","CAPITOL INTERNATIONAL","590 GRAND CONCOURSE,BRONX NY,10451",-73.926361,40.819499
"248","CAPITALE","130 BOWERY,MANHATTAN NY,10013",-73.9949422,40.7188561
"249","CAPITAL ONE NYC","299 PARK AVE,MANHATTAN NY,10171",-73.9741692,40.7560401
"250","CAPITAL ONE CAFE","299 PARK AVE,MANHATTAN NY,10171",-73.9741692,40.7560401
"251","CAPITAL GRILLE","155 EAST   42 STREET,MANHATTAN NY,10017",-73.9748857,40.7511655
"252","CAPELLI'S CAFE","107-11 NORTHERN BLVD,QUEENS NY,11368",-73.8614502,40.7580357
"253","CAOBA COFFEE SHOP","762 SNEDIKER AVENUE,BROOKLYN NY,11207",-73.897897,40.656062
"254","CAOBA BROOKLYN BISTRO","100 JAMAICA AVE,BROOKLYN NY,11207",-73.8964076,40.6784737
"255","CANYON ROAD GRILL","1470 1 AVENUE,MANHATTAN NY,10075",-73.9536119,40.7705841
