,NAME,lat,lng,NTAName,spot_type
49,Plum Blossom Gallery,40.75017633,-74.00537358,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
50,Polizzi Fine Art,40.62887622,-74.02860202,Bay Ridge,art_gallery
51,Poller Leah,40.72417671,-73.99973976,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
52,Portara Gallery,40.75653978,-73.76753264,Bayside-Bayside Hills,art_gallery
53,Portico Fine Art,40.72425932,-74.00082666,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
54,Portrait Gallery,40.60993574,-73.92228135,Georgetown-Marine Park-Bergen Beach-Mill Basin,art_gallery
55,Postmasters Gallery,40.74520243,-74.0053466,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
56,Praxis International Art,40.77277684,-73.96513542,Upper East Side-Carnegie Hill,art_gallery
57,Prieto International Attorney In Fact Johnpoll,40.71024984,-74.00723565,Battery Park City-Lower Manhattan,art_gallery
58,Prince Street Gallery,40.7493379,-74.0046948,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
59,Professional Fine Arts Svces Inc,40.74191723,-73.9957317,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
60,Proposition the,40.7482054,-74.00714842,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
61,Public Art Fund,40.76037548,-73.97518754,Midtown-Midtown South,art_gallery
62,Puerto Rican Work Shop Inc,40.79269985,-73.94672759,East Harlem South,art_gallery
63,Pushman Gallery Inc,40.76499909,-73.97991308,Midtown-Midtown South,art_gallery
64,Pytlak Art Studio,40.71427613,-73.94988527,East Williamsburg,art_gallery
65,Queen Art Publishers Inc,40.72549195,-74.00979549,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
66,Questroyal Fine Art,40.7757238,-73.96001774,Upper East Side-Carnegie Hill,art_gallery
67,Rabenou Yris Ancient Arts,40.76222398,-73.9638362,Lenox Hill-Roosevelt Island,art_gallery
68,Radio House Gallery,40.75178267,-74.00698523,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
69,Rafael Gallery,40.76106891,-73.96484847,Lenox Hill-Roosevelt Island,art_gallery
70,Rainbow Fine Art Inc,40.77866481,-73.96108478,Upper East Side-Carnegie Hill,art_gallery
71,Ralph Chait Galleries Inc,40.76269799,-73.97472467,Midtown-Midtown South,art_gallery
72,Randel Gallery Inc,40.77557044,-73.96194182,Upper East Side-Carnegie Hill,art_gallery
73,Randolph & Tate Assocs,40.74435684,-73.9880468,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
74,Raphael Fodde Editions,40.7020874,-73.98997736,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
75,Rare art Gallery,40.75021573,-74.00368999,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
76,Raydon Gallery,40.77833721,-73.96032668,Upper East Side-Carnegie Hill,art_gallery
77,Red Dot,40.74274458,-73.9950592,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
78,Reece Galleries Inc The,40.76335607,-73.97570996,Midtown-Midtown South,art_gallery
79,Reeves Contemporary Inc,40.74928258,-74.00518821,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
80,Regina's Art Center,40.60337998,-74.00172859,Bensonhurst West,art_gallery
81,Rehs Galleries Inc,40.762974,-73.97311044,Midtown-Midtown South,art_gallery
82,Reinhold Brown Gallery,40.77864024,-73.96068894,Upper East Side-Carnegie Hill,art_gallery
83,Renaissance Gallery,40.82412358,-73.94134747,Central Harlem North-Polo Grounds,art_gallery
84,Resnick Ira Inc,40.76189453,-73.96881061,Turtle Bay-East Midtown,art_gallery
85,Ricco Maresca Gallery,40.74661225,-74.00684653,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
86,Richard Gray Gallery,40.77603512,-73.96268744,Upper East Side-Carnegie Hill,art_gallery
87,Richard Solomon,40.75490203,-73.96796822,Turtle Bay-East Midtown,art_gallery
88,Richard York Gallery,40.76764185,-73.96884242,Upper East Side-Carnegie Hill,art_gallery
89,Rienzo Gallery,40.7698308,-73.96715177,Upper East Side-Carnegie Hill,art_gallery
90,Ritter-Antik Inc,40.73250427,-73.99270194,West Village,art_gallery
91,Rivington Bar & Art Gallery,40.71908748,-73.98443866,Lower East Side,art_gallery
92,Robert Lee Morris Inc,40.72440709,-74.00236651,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
93,Robert Mann Gallery,40.74974338,-74.00591124,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
94,Robert Miller Gallery Inc,40.74998086,-74.00423399,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
95,Robert Steele Gallery,40.74942346,-74.00398548,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
96,Robertson African Arts,40.74150835,-73.99212377,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
97,Rogallerycom,40.7697075,-73.95726809,Lenox Hill-Roosevelt Island,art_gallery
98,Ronald Feldman Fine Arts,40.72116039,-74.00185591,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
99,Roosevelt Island Visual Arts Assoc,40.75359867,-73.9564351,Lenox Hill-Roosevelt Island,art_gallery
100,Rosen Andrea Gallery Inc,40.74904372,-74.00493762,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
101,Rosenberg & Kaufman Fine Art,40.72502497,-74.00070941,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
102,Rosenberg Paul & Co,40.77623796,-73.96251599,Upper East Side-Carnegie Hill,art_gallery
103,Ross Luise Gallery,40.74945792,-74.00391752,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
104,Roth,40.76883963,-73.96253716,Upper East Side-Carnegie Hill,art_gallery
105,Rotunda Gallery,40.69515734,-73.99146799,Brooklyn Heights-Cobble Hill,art_gallery
106,Royal Fine Art,40.77550889,-73.95868741,Upper East Side-Carnegie Hill,art_gallery
107,Royal-Athena Galleries,40.76078611,-73.96804937,Turtle Bay-East Midtown,art_gallery
108,Rudolph De Paola Art Gallery,40.6179935,-74.02172407,Dyker Heights,art_gallery
109,Ruesch Jeffrey Fine Arts,40.72382475,-74.00107131,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
110,Russeck Gallery,40.72679316,-74.00056532,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
111,Russian World,40.76192574,-73.97604749,Midtown-Midtown South,art_gallery
112,S & A Art Gallery Inc,40.77844643,-73.95658935,Upper East Side-Carnegie Hill,art_gallery
113,S 2 Editions Ltd,40.72529481,-74.00479226,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
114,S E Art & Design Inc,40.76074545,-73.96523801,Turtle Bay-East Midtown,art_gallery
115,Sabarsky Serge Gallery,40.77589273,-73.96160397,Upper East Side-Carnegie Hill,art_gallery
116,Sabbatique Ltd,40.73684452,-73.97398004,Murray Hill-Kips Bay,art_gallery
117,Sabrina Enterprise.Com Artworks Sales and Rprdctns,40.75905864,-73.86790725,East Elmhurst,art_gallery
118,Sacks Fine Art,40.76182789,-73.96475381,Lenox Hill-Roosevelt Island,art_gallery
119,Safani Gallery Inc,40.77483294,-73.96369841,Upper East Side-Carnegie Hill,art_gallery
120,Salz Trager Janet,40.76954041,-73.96550966,Upper East Side-Carnegie Hill,art_gallery
121,Sam's Souk,40.76945601,-73.96253151,Upper East Side-Carnegie Hill,art_gallery
122,Sanada Ikkanart Intl,40.78007652,-73.95977784,Upper East Side-Carnegie Hill,art_gallery
123,Sands & Company Inc Fine Art At Madison Av,40.7741378,-73.96342194,Upper East Side-Carnegie Hill,art_gallery
124,Sara Meltzer On View,40.72470086,-73.99709363,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
125,Sarafina Inc,40.69329479,-73.96937268,Fort Greene,art_gallery
126,Sarajo Inc,40.72527107,-73.99880177,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
127,Sarina Tang Fine Art,40.74841076,-74.00525478,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
128,Savacou Galleries,40.73178218,-73.98626836,East Village,art_gallery
129,Sayn-Wittgenstein,40.77036691,-73.96141027,Upper East Side-Carnegie Hill,art_gallery
130,Schellmann Editions,40.74982694,-74.00585462,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
131,Schickler Howard Fine Art,40.70287472,-73.98992302,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
132,Schillay Fine Art,40.76613926,-73.95267538,Lenox Hill-Roosevelt Island,art_gallery
133,Schiller & Bodo Fine Art,40.76612067,-73.96628743,Upper East Side-Carnegie Hill,art_gallery
134,Schlesinger Gallery,40.77245892,-73.96547437,Upper East Side-Carnegie Hill,art_gallery
135,Scholten Japanese Art,40.76771754,-73.96707156,Upper East Side-Carnegie Hill,art_gallery
136,Schonfeld R D & Co Inc,40.75363538,-73.96698518,Turtle Bay-East Midtown,art_gallery
137,Sculpture Center,40.74692133,-73.94081427,Hunters Point-Sunnyside-West Maspeth,art_gallery
138,Sean Kelly Inc,40.75188382,-74.00306879,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
139,Sears-Peyton Gallery,40.74991739,-74.00579913,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
140,Seaside Summer Concert Series Inc,40.65968268,-73.96089004,Prospect Lefferts Gardens-Wingate,art_gallery
141,Second Ave Art Expo,40.75583142,-73.96741088,Turtle Bay-East Midtown,art_gallery
142,Seibold Eleanor,40.77506696,-73.94807967,Yorkville,art_gallery
143,Senior & Shopmaker,40.7432733,-73.98681735,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
144,Sepia International Inc the,40.74425013,-73.9945027,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
145,Serbin Inna,40.77111187,-73.95440567,Lenox Hill-Roosevelt Island,art_gallery
146,Serger Helen La Boetie,40.77875555,-73.96122592,Upper East Side-Carnegie Hill,art_gallery
147,Seven Colors,40.75567804,-73.97882344,Midtown-Midtown South,art_gallery
148,Shades of Art,40.68753305,-73.97949384,Fort Greene,art_gallery
149,Shainman Jack Gallery,40.74636555,-74.0062634,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
150,Shapolsky Anita Gallery,40.76539575,-73.96455977,Upper East Side-Carnegie Hill,art_gallery
151,Shawn Dulaney Studio,40.74147187,-73.99205567,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
152,Shepherd & Derom Galleries,40.77579399,-73.96166653,Upper East Side-Carnegie Hill,art_gallery
153,Shickman H Gallery,40.76901768,-73.95972631,Lenox Hill-Roosevelt Island,art_gallery
154,Shulman B & M Inc,40.60027352,-73.94506548,Madison,art_gallery
155,Sigrid Freundorfer Fine Art,40.76848323,-73.96809593,Upper East Side-Carnegie Hill,art_gallery
156,Silverstein Gallery Inc,40.7465867,-74.00610392,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
157,Simply Marvelous Art,40.70412221,-73.79975655,Jamaica,art_gallery
158,Skoto Gallery,40.74667658,-74.0068503,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
159,Sloan McGill Collection,40.65961513,-73.95565084,Prospect Lefferts Gardens-Wingate,art_gallery
160,Smack Mellon Studios,40.70375074,-73.98985972,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
161,Smith Gallery,40.74814601,-74.00265775,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
162,Society For Renewal of Christian Art,40.76564703,-73.96219073,Lenox Hill-Roosevelt Island,art_gallery
163,Soho 20,40.74948118,-74.00383257,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
164,Soho Photo Gallery,40.71896419,-74.00555633,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
165,Soldwedel Kipp,40.76224192,-73.970742,Midtown-Midtown South,art_gallery
166,Soloman & Co Fine Art Gallerie,40.77383485,-73.96352461,Upper East Side-Carnegie Hill,art_gallery
167,Sonnabend Gallery Inc,40.74753287,-74.00640433,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
168,Soufer Gallery,40.77578491,-73.96219093,Upper East Side-Carnegie Hill,art_gallery
169,Spencer Brownstone Gallery,40.72259291,-74.00285195,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
170,Sperone Westwater,40.72544341,-73.9992624,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
171,Spring,40.70224828,-73.98739581,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
172,Sragow Ellen Ltd,40.74652176,-73.9930249,Midtown-Midtown South,art_gallery
173,St Etienne Galerie,40.76331815,-73.9756284,Midtown-Midtown South,art_gallery
174,Staley-Wise Gallery,40.72388325,-73.99767009,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
175,Start,40.72198834,-74.00158103,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
176,State of Art,40.73022122,-73.95791517,Greenpoint,art_gallery
177,Steigrad Lawrence Fine Arts,40.76982013,-73.96622596,Upper East Side-Carnegie Hill,art_gallery
178,Stein Gertrude Gallery,40.76544489,-73.98049754,Midtown-Midtown South,art_gallery
179,Stephen Downes Gallery,40.72012487,-73.99647297,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
180,Stewart Waltzer Co,40.72871353,-74.0039409,West Village,art_gallery
181,Storefront For Art and Architecture,40.72147743,-73.9970683,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
182,"Stricoff Fine Art, Ltd.",40.74989328,-74.00571078,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
183,Studio Gallery,40.78933483,-73.97428548,Upper West Side,art_gallery
184,Studio Tamar,40.73821552,-73.98429766,Gramercy,art_gallery
185,Stux Gallery,40.74932239,-74.0048092,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
186,Sugarhill Arts Center,40.8302204,-73.94709267,Hamilton Heights,art_gallery
187,Suite 106,40.72359612,-73.99892431,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
188,Sun Yi Jun,40.71676282,-73.99534581,Chinatown,art_gallery
189,Susan Aberbach Fine Art,40.76228905,-73.97168389,Midtown-Midtown South,art_gallery
190,Susan Megson Gallery,40.7262492,-74.00081321,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
191,Susan Rolfe Associates Fine Arts Ltd,40.7644843,-73.97111034,Upper East Side-Carnegie Hill,art_gallery
192,Susan Sheehan Gallery,40.74791171,-74.00605482,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
193,Sutherland M,40.76696025,-73.96722779,Upper East Side-Carnegie Hill,art_gallery
194,Swiss Institute,40.72224748,-74.00006289,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
195,Taglialatella Dominic J,40.7495251,-74.00394584,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
196,Takako Tsuji Gallery,40.76221205,-73.97173794,Midtown-Midtown South,art_gallery
197,Talwar Gallery,40.73545815,-73.98882749,Gramercy,art_gallery
198,Tambaran Gallery,40.77879669,-73.96139899,Upper East Side-Carnegie Hill,art_gallery
199,Tang Sarina,40.77499081,-73.96443414,Upper East Side-Carnegie Hill,art_gallery
200,Tanya Bonakdar Galery,40.74717188,-74.00619628,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
201,Tate,40.74160877,-74.00618826,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
202,Tatistcheff Gallery Inc,40.74659365,-74.00694992,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
203,Team Gallery,40.75021954,-74.0039373,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
204,Teller Susan Gallery,40.72429066,-73.99746436,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
205,Tenri Cultural Institute,40.73640267,-73.99609362,West Village,art_gallery
206,Thaw E V & Co,40.77042623,-73.96487148,Upper East Side-Carnegie Hill,art_gallery
207,The Affordable Art Fair Llc,40.74128145,-73.99907019,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
208,The Axa Gallery,40.76169418,-73.9817828,Midtown-Midtown South,art_gallery
209,The Bohen Foundation,40.74080796,-74.00650281,West Village,art_gallery
210,The Chinese Art Gallery,40.75795522,-73.96565695,Turtle Bay-East Midtown,art_gallery
211,The Dollhaus Art Gallery,40.71090184,-73.96728726,North Side-South Side,art_gallery
212,The Gallery 172,40.8315804,-73.8749194,West Farms-Bronx River,art_gallery
213,The Old Print Shop Inc,40.74374126,-73.98210768,Murray Hill-Kips Bay,art_gallery
214,The Phatory Llc,40.72572166,-73.97947469,Lower East Side,art_gallery
215,The Q Department,40.71966311,-74.00036768,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
216,The Scene Gallery,40.72106206,-73.99097517,Chinatown,art_gallery
217,Thicket,40.71858122,-74.00824905,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
218,Think Art Gallery,40.75466722,-73.99403189,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
219,Thomas & Hirsch,40.72343124,-74.0022847,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
220,Thomas Erben Gallery,40.74989644,-74.00429401,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
221,Thomson C Art,40.77400673,-73.9643099,Upper East Side-Carnegie Hill,art_gallery
222,Three East Third St Corp,40.72631717,-73.99127036,East Village,art_gallery
223,Throckmorton Fine Arts,40.76094893,-73.9684469,Turtle Bay-East Midtown,art_gallery
224,Tilton Jack Gallery,40.72225087,-74.00200058,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
225,Time Is Always Now,40.72303601,-74.00165246,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
226,Tk Oriental Antiques,40.76234556,-73.97182904,Midtown-Midtown South,art_gallery
227,Tobey Fine Art,40.72443535,-73.99703668,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
228,Ton Ying & Co,40.75808113,-73.96571788,Turtle Bay-East Midtown,art_gallery
229,Tonal Motion Inc,40.75245457,-73.98546139,Midtown-Midtown South,art_gallery
230,Tonkonow Leslie,40.74795822,-74.00615109,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
231,Tower Art Gallery,40.70983828,-74.00950849,Battery Park City-Lower Manhattan,art_gallery
232,Traditional Art Gallery Inc,40.75803479,-73.96585513,Turtle Bay-East Midtown,art_gallery
233,Triangle Editions,40.76471075,-73.96777316,Upper East Side-Carnegie Hill,art_gallery
234,Tribes Gallery,40.72155551,-73.97988408,Lower East Side,art_gallery
235,Triple Candie,40.81374658,-73.95506322,Manhattanville,art_gallery
236,Triton Collection the,40.75257912,-74.00704894,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
237,Troubetzkoy Paintings,40.72422992,-73.97777959,Lower East Side,art_gallery
238,Tunick David,40.76833078,-73.96849023,Upper East Side-Carnegie Hill,art_gallery
239,Turkana Gallery,40.70976778,-74.01245255,Battery Park City-Lower Manhattan,art_gallery
240,Ubu Gallery,40.75904778,-73.9612439,Turtle Bay-East Midtown,art_gallery
241,Under Minerva,40.66242445,-73.99264059,Park Slope-Gowanus,art_gallery
242,Up & Co,40.71803596,-74.00525334,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
243,Uptown Gallery the,40.78195083,-73.95834181,Upper East Side-Carnegie Hill,art_gallery
244,Urban Architecture Gallery of Applied Arts Inc,40.73872,-73.9556829,Greenpoint,art_gallery
245,"Ursus Books & Prints, Ltd.",40.77455057,-73.96314948,Upper East Side-Carnegie Hill,art_gallery
246,Valenzi Gallery & Framing,40.76975797,-73.92609137,Old Astoria,art_gallery
247,Van De Weghe Fine Art,40.74829506,-74.00485832,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
248,Vance Jordan Fine Art,40.77407623,-73.96412402,Upper East Side-Carnegie Hill,art_gallery
249,Veranda Design,40.78627113,-73.97719259,Upper West Side,art_gallery
250,Verona Arts Ltd,40.7574937,-73.97755224,Midtown-Midtown South,art_gallery
251,Viart Corporation,40.76043004,-73.970647,Turtle Bay-East Midtown,art_gallery
252,Vick Corporate Art Advisors,40.74980455,-74.00577307,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
253,Vieille Russie Inc Antiqs & Jwlry,40.76431012,-73.97253002,Upper East Side-Carnegie Hill,art_gallery
254,Vietnam Art Design,40.71840386,-74.0101257,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
255,Viewpoint Gallery,40.73711799,-73.99068945,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
256,Vincent Fremont Enterprises,40.73550087,-73.99187771,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
257,Viridian Artists Inc,40.74929138,-74.00472764,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
258,Visage Studios,40.75055103,-73.98424841,Midtown-Midtown South,art_gallery
259,Visual Arts Gallery,40.7259206,-74.00014431,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
260,Volpe Organization,40.77482589,-73.98809617,Lincoln Square,art_gallery
261,Wada Takashi Gallery,40.76290655,-73.98849961,Clinton,art_gallery
262,Wade Maxx Art Gallery,40.7752092,-73.98013755,Lincoln Square,art_gallery
263,Wally Findlay Galleries,40.76088973,-73.96978732,Turtle Bay-East Midtown,art_gallery
264,Ward-Nasse Gallery,40.72612435,-74.00206949,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
265,Washburn Galleries,40.76329173,-73.9754894,Midtown-Midtown South,art_gallery
266,Washington Sq Outdoor Art Exhibit Inc,40.73055351,-73.98955957,East Village,art_gallery
267,Webster David,40.74255494,-74.00604994,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
268,Weisbrod Chinese Art Ltd,40.76183606,-73.97195658,Midtown-Midtown South,art_gallery
269,Wellesley the,40.76937887,-73.96043137,Lenox Hill-Roosevelt Island,art_gallery
270,Wessel & O'Connor,40.74658362,-73.99604272,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
271,Westbeth Gallery,40.73681609,-74.00892207,West Village,art_gallery
272,Western Art Collectors Society,40.5952498,-74.09740511,Old Town-Dongan Hills-South Beach,art_gallery
273,Westwood Gallery,40.72442296,-73.99734434,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
274,Weybridge Fine Art,40.77737493,-73.96097806,Upper East Side-Carnegie Hill,art_gallery
275,Whas Cultural Art Center Inc,40.85624733,-73.93249803,Washington Heights North,art_gallery
276,White Box,40.75032291,-74.00398261,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
277,White Columns Inc,40.73907339,-74.00412299,West Village,art_gallery
278,Whitfield James Fine Art,40.73415172,-73.99223345,West Village,art_gallery
279,Wickiser Walter Gallery Inc,40.74970893,-74.00583422,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
280,Willow Woodstock Artistic Enterprises,40.72731799,-73.98503774,East Village,art_gallery
281,Wilmer Jenning Gallery,40.72158811,-73.98297564,Lower East Side,art_gallery
282,Winston Wachter Mayer Fine Art,40.74947055,-74.00469934,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
283,Winter Works On Paper,40.71884386,-73.95596899,North Side-South Side,art_gallery
