"","NAME","lat","lng","NTAName","spot_type"
"30","Peter L Villa Fine Art",40.7611697005611,-73.970294372154,"Turtle Bay-East Midtown","art_gallery"
"31","Peter Rose Gallery",40.7605755468042,-73.9669049467526,"Turtle Bay-East Midtown","art_gallery"
"32","Peters Gerald Gallery",40.7756635603692,-73.9631693708262,"Upper East Side-Carnegie Hill","art_gallery"
"33","Phoenix Design Ltd",40.7636685481064,-73.7705906231515,"Bayside-Bayside Hills","art_gallery"
"34","Phoenix Gallery",40.7497752518122,-74.005991665312,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"35","Phoneup",40.7165167186181,-73.9950260483218,"Chinatown","art_gallery"
"36","Photo & Art Gallery",40.6029621006996,-73.753394465798,"Far Rockaway-Bayswater","art_gallery"
"37","Photo Collection Gagliardi",40.7406376655353,-73.9926964670857,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"38","Photo District Gallery",40.740804852807,-73.993105744422,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"39","Phyllis Lucas Gallery Inc",40.7561450844752,-73.9679508587099,"Turtle Bay-East Midtown","art_gallery"
"40","Picture This Corporate Art",40.6832419364159,-73.9926035016163,"Carroll Gardens-Columbia Street-Red Hook","art_gallery"
"41","Pierogi 2000",40.7187503459701,-73.9557816000442,"North Side-South Side","art_gallery"
"42","Place Des Vosges",40.7327612174557,-73.9909440797735,"West Village","art_gallery"
"43","Plane Space",40.7343996341078,-74.005183628494,"West Village","art_gallery"
"44","Plaster Palace",40.6257595727406,-73.9831503538383,"Borough Park","art_gallery"
"45","Plaza Holding Inc",40.7621588205941,-73.9757536168505,"Midtown-Midtown South","art_gallery"
"46","Plaza Holding Inc",40.7622603630753,-73.9756800571215,"Midtown-Midtown South","art_gallery"
"47","Plaza Watch & Jewelry Exchange",40.7652614379812,-73.9786741398065,"Midtown-Midtown South","art_gallery"
"48","Pleiades Gallery",40.7493749339701,-74.004770690104,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"49","Plum Blossom Gallery",40.7501763280434,-74.0053735768785,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"50","Polizzi Fine Art",40.6288762234122,-74.0286020247809,"Bay Ridge","art_gallery"
"51","Poller Leah",40.7241767114766,-73.9997397553385,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"52","Portara Gallery",40.7565397832456,-73.7675326390089,"Bayside-Bayside Hills","art_gallery"
"53","Portico Fine Art",40.7242593215178,-74.0008266559124,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"54","Portrait Gallery",40.6099357412562,-73.9222813541576,"Georgetown-Marine Park-Bergen Beach-Mill Basin","art_gallery"
"55","Postmasters Gallery",40.7452024342639,-74.0053466039284,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"56","Praxis International Art",40.7727768429572,-73.9651354214459,"Upper East Side-Carnegie Hill","art_gallery"
"57","Prieto International Attorney In Fact Johnpoll",40.7102498442364,-74.0072356526013,"Battery Park City-Lower Manhattan","art_gallery"
"58","Prince Street Gallery",40.7493378974734,-74.0046948001091,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"59","Professional Fine Arts Svces Inc",40.7419172341745,-73.9957316955483,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"60","Proposition the",40.7482053974821,-74.0071484202491,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"61","Public Art Fund",40.7603754840739,-73.9751875385625,"Midtown-Midtown South","art_gallery"
"62","Puerto Rican Work Shop Inc",40.7926998453047,-73.9467275934471,"East Harlem South","art_gallery"
"63","Pushman Gallery Inc",40.7649990889911,-73.979913078835,"Midtown-Midtown South","art_gallery"
"64","Pytlak Art Studio",40.7142761277408,-73.9498852725055,"East Williamsburg","art_gallery"
"65","Queen Art Publishers Inc",40.7254919506518,-74.0097954928963,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"66","Questroyal Fine Art",40.7757238017286,-73.9600177393769,"Upper East Side-Carnegie Hill","art_gallery"
"67","Rabenou Yris Ancient Arts",40.7622239776894,-73.9638362035824,"Lenox Hill-Roosevelt Island","art_gallery"
"68","Radio House Gallery",40.7517826719664,-74.0069852274978,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"69","Rafael Gallery",40.7610689139884,-73.9648484731172,"Lenox Hill-Roosevelt Island","art_gallery"
"70","Rainbow Fine Art Inc",40.7786648099806,-73.9610847802607,"Upper East Side-Carnegie Hill","art_gallery"
"71","Ralph Chait Galleries Inc",40.762697988061,-73.9747246742491,"Midtown-Midtown South","art_gallery"
"72","Randel Gallery Inc",40.775570441215,-73.9619418228809,"Upper East Side-Carnegie Hill","art_gallery"
"73","Randolph & Tate Assocs",40.7443568432283,-73.9880468037393,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"74","Raphael Fodde Editions",40.702087400236,-73.9899773559911,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"75","Rare art Gallery",40.7502157256797,-74.0036899941744,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"76","Raydon Gallery",40.7783372053906,-73.9603266763224,"Upper East Side-Carnegie Hill","art_gallery"
"77","Red Dot",40.7427445750651,-73.9950592046059,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"78","Reece Galleries Inc The",40.7633560679256,-73.9757099560625,"Midtown-Midtown South","art_gallery"
"79","Reeves Contemporary Inc",40.7492825789301,-74.0051882085793,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"80","Regina's Art Center",40.6033799842608,-74.0017285919021,"Bensonhurst West","art_gallery"
"81","Rehs Galleries Inc",40.7629740044914,-73.973110440921,"Midtown-Midtown South","art_gallery"
"82","Reinhold Brown Gallery",40.7786402449988,-73.9606889427255,"Upper East Side-Carnegie Hill","art_gallery"
"83","Renaissance Gallery",40.8241235836158,-73.9413474749535,"Central Harlem North-Polo Grounds","art_gallery"
"84","Resnick Ira Inc",40.7618945297268,-73.968810610878,"Turtle Bay-East Midtown","art_gallery"
"85","Ricco Maresca Gallery",40.7466122472733,-74.0068465345964,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"86","Richard Gray Gallery",40.7760351165948,-73.9626874430095,"Upper East Side-Carnegie Hill","art_gallery"
"87","Richard Solomon",40.7549020326761,-73.9679682237544,"Turtle Bay-East Midtown","art_gallery"
"88","Richard York Gallery",40.7676418525771,-73.9688424202626,"Upper East Side-Carnegie Hill","art_gallery"
"89","Rienzo Gallery",40.7698308006959,-73.9671517745906,"Upper East Side-Carnegie Hill","art_gallery"
"90","Ritter-Antik Inc",40.7325042724104,-73.9927019421985,"West Village","art_gallery"
"91","Rivington Bar & Art Gallery",40.7190874796438,-73.9844386574906,"Lower East Side","art_gallery"
"92","Robert Lee Morris Inc",40.7244070881324,-74.0023665060814,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"93","Robert Mann Gallery",40.7497433843586,-74.0059112442734,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"94","Robert Miller Gallery Inc",40.7499808550149,-74.0042339860186,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"95","Robert Steele Gallery",40.7494234578674,-74.0039854778094,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"96","Robertson African Arts",40.7415083515344,-73.9921237712551,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"97","Rogallerycom",40.769707495774,-73.9572680882977,"Lenox Hill-Roosevelt Island","art_gallery"
"98","Ronald Feldman Fine Arts",40.7211603892599,-74.001855913281,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"99","Roosevelt Island Visual Arts Assoc",40.7535986702466,-73.9564350970602,"Lenox Hill-Roosevelt Island","art_gallery"
"100","Rosen Andrea Gallery Inc",40.7490437226032,-74.0049376227748,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"101","Rosenberg & Kaufman Fine Art",40.7250249703041,-74.0007094072057,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"102","Rosenberg Paul & Co",40.7762379567871,-73.9625159893728,"Upper East Side-Carnegie Hill","art_gallery"
"103","Ross Luise Gallery",40.7494579153608,-74.0039175210932,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"104","Roth",40.7688396321836,-73.9625371631743,"Upper East Side-Carnegie Hill","art_gallery"
"105","Rotunda Gallery",40.6951573384121,-73.99146799383,"Brooklyn Heights-Cobble Hill","art_gallery"
"106","Royal Fine Art",40.7755088858474,-73.9586874136752,"Upper East Side-Carnegie Hill","art_gallery"
"107","Royal-Athena Galleries",40.7607861107008,-73.9680493665915,"Turtle Bay-East Midtown","art_gallery"
"108","Rudolph De Paola Art Gallery",40.6179934963939,-74.0217240685232,"Dyker Heights","art_gallery"
"109","Ruesch Jeffrey Fine Arts",40.7238247517576,-74.0010713088668,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"110","Russeck Gallery",40.7267931556443,-74.0005653221181,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"111","Russian World",40.7619257405724,-73.9760474916457,"Midtown-Midtown South","art_gallery"
"112","S & A Art Gallery Inc",40.7784464334569,-73.9565893452766,"Upper East Side-Carnegie Hill","art_gallery"
"113","S 2 Editions Ltd",40.7252948111674,-74.0047922620151,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"114","S E Art & Design Inc",40.7607454520631,-73.9652380083693,"Turtle Bay-East Midtown","art_gallery"
"115","Sabarsky Serge Gallery",40.7758927288876,-73.96160396766,"Upper East Side-Carnegie Hill","art_gallery"
"116","Sabbatique Ltd",40.73684451842,-73.9739800370345,"Murray Hill-Kips Bay","art_gallery"
"117","Sabrina Enterprise.Com Artworks Sales and Rprdctns",40.7590586380479,-73.8679072521302,"East Elmhurst","art_gallery"
"118","Sacks Fine Art",40.7618278888262,-73.9647538069905,"Lenox Hill-Roosevelt Island","art_gallery"
"119","Safani Gallery Inc",40.7748329352702,-73.9636984092412,"Upper East Side-Carnegie Hill","art_gallery"
"120","Salz Trager Janet",40.7695404109598,-73.9655096627496,"Upper East Side-Carnegie Hill","art_gallery"
"121","Sam's Souk",40.7694560078979,-73.9625315065541,"Upper East Side-Carnegie Hill","art_gallery"
"122","Sanada Ikkanart Intl",40.7800765178736,-73.9597778376811,"Upper East Side-Carnegie Hill","art_gallery"
"123","Sands & Company Inc Fine Art At Madison Av",40.7741378046584,-73.9634219400346,"Upper East Side-Carnegie Hill","art_gallery"
"124","Sara Meltzer On View",40.7247008605828,-73.9970936254682,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"125","Sarafina Inc",40.6932947859122,-73.9693726839187,"Fort Greene","art_gallery"
"126","Sarajo Inc",40.7252710690866,-73.9988017742946,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"127","Sarina Tang Fine Art",40.7484107554171,-74.0052547757785,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"128","Savacou Galleries",40.7317821752359,-73.9862683601588,"East Village","art_gallery"
"129","Sayn-Wittgenstein",40.77036690857,-73.9614102737951,"Upper East Side-Carnegie Hill","art_gallery"
"130","Schellmann Editions",40.7498269416001,-74.0058546184674,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"131","Schickler Howard Fine Art",40.7028747156636,-73.9899230191079,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"132","Schillay Fine Art",40.7661392603569,-73.9526753751244,"Lenox Hill-Roosevelt Island","art_gallery"
"133","Schiller & Bodo Fine Art",40.766120665031,-73.966287426937,"Upper East Side-Carnegie Hill","art_gallery"
"134","Schlesinger Gallery",40.7724589170594,-73.9654743715182,"Upper East Side-Carnegie Hill","art_gallery"
"135","Scholten Japanese Art",40.7677175399878,-73.967071560949,"Upper East Side-Carnegie Hill","art_gallery"
"136","Schonfeld R D & Co Inc",40.753635380577,-73.9669851798845,"Turtle Bay-East Midtown","art_gallery"
"137","Sculpture Center",40.746921327465,-73.940814266248,"Hunters Point-Sunnyside-West Maspeth","art_gallery"
"138","Sean Kelly Inc",40.7518838201968,-74.0030687916797,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"139","Sears-Peyton Gallery",40.7499173903281,-74.0057991263059,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"140","Seaside Summer Concert Series Inc",40.6596826818526,-73.9608900398164,"Prospect Lefferts Gardens-Wingate","art_gallery"
"141","Second Ave Art Expo",40.7558314157737,-73.9674108849761,"Turtle Bay-East Midtown","art_gallery"
"142","Seibold Eleanor",40.7750669644955,-73.948079672109,"Yorkville","art_gallery"
"143","Senior & Shopmaker",40.7432733048699,-73.986817346501,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"144","Sepia International Inc the",40.7442501296844,-73.9945026993127,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"145","Serbin Inna",40.7711118655922,-73.9544056661336,"Lenox Hill-Roosevelt Island","art_gallery"
"146","Serger Helen La Boetie",40.7787555462377,-73.961225921653,"Upper East Side-Carnegie Hill","art_gallery"
"147","Seven Colors",40.755678044061,-73.978823437247,"Midtown-Midtown South","art_gallery"
"148","Shades of Art",40.6875330546608,-73.9794938374129,"Fort Greene","art_gallery"
"149","Shainman Jack Gallery",40.7463655471036,-74.006263402563,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"150","Shapolsky Anita Gallery",40.7653957451292,-73.9645597664384,"Upper East Side-Carnegie Hill","art_gallery"
"151","Shawn Dulaney Studio",40.7414718691169,-73.992055668654,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"152","Shepherd & Derom Galleries",40.775793987093,-73.9616665328325,"Upper East Side-Carnegie Hill","art_gallery"
"153","Shickman H Gallery",40.7690176833488,-73.9597263131788,"Lenox Hill-Roosevelt Island","art_gallery"
"154","Shulman B & M Inc",40.6002735238444,-73.9450654828952,"Madison","art_gallery"
"155","Sigrid Freundorfer Fine Art",40.7684832265768,-73.9680959258706,"Upper East Side-Carnegie Hill","art_gallery"
"156","Silverstein Gallery Inc",40.7465866957298,-74.0061039183921,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"157","Simply Marvelous Art",40.7041222055541,-73.7997565532996,"Jamaica","art_gallery"
"158","Skoto Gallery",40.7466765819282,-74.0068503005534,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"159","Sloan McGill Collection",40.6596151344134,-73.9556508413294,"Prospect Lefferts Gardens-Wingate","art_gallery"
"160","Smack Mellon Studios",40.703750736899,-73.9898597242043,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"161","Smith Gallery",40.7481460102517,-74.0026577548331,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"162","Society For Renewal of Christian Art",40.765647029599,-73.9621907349436,"Lenox Hill-Roosevelt Island","art_gallery"
"163","Soho 20",40.7494811755881,-74.0038325730713,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"164","Soho Photo Gallery",40.7189641862977,-74.0055563326551,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"165","Soldwedel Kipp",40.7622419224371,-73.9707420037079,"Midtown-Midtown South","art_gallery"
"166","Soloman & Co Fine Art Gallerie",40.7738348522091,-73.9635246108217,"Upper East Side-Carnegie Hill","art_gallery"
"167","Sonnabend Gallery Inc",40.7475328738561,-74.0064043326886,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"168","Soufer Gallery",40.77578491129,-73.9621909336469,"Upper East Side-Carnegie Hill","art_gallery"
"169","Spencer Brownstone Gallery",40.7225929057013,-74.0028519546277,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"170","Sperone Westwater",40.7254434096826,-73.9992623958084,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"171","Spring",40.7022482768776,-73.9873958088039,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"172","Sragow Ellen Ltd",40.7465217647798,-73.9930249042897,"Midtown-Midtown South","art_gallery"
"173","St Etienne Galerie",40.763318150279,-73.9756284019103,"Midtown-Midtown South","art_gallery"
"174","Staley-Wise Gallery",40.7238832500602,-73.9976700930255,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"175","Start",40.7219883380336,-74.0015810305511,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"176","State of Art",40.7302212177764,-73.9579151735959,"Greenpoint","art_gallery"
"177","Steigrad Lawrence Fine Arts",40.7698201286151,-73.9662259570545,"Upper East Side-Carnegie Hill","art_gallery"
"178","Stein Gertrude Gallery",40.7654448893568,-73.9804975387013,"Midtown-Midtown South","art_gallery"
"179","Stephen Downes Gallery",40.7201248721659,-73.9964729705815,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"180","Stewart Waltzer Co",40.7287135272124,-74.003940897054,"West Village","art_gallery"
"181","Storefront For Art and Architecture",40.7214774282046,-73.9970682973752,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"182","Stricoff Fine Art, Ltd.",40.74989327559,-74.0057107770999,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"183","Studio Gallery",40.7893348290602,-73.9742854802396,"Upper West Side","art_gallery"
"184","Studio Tamar",40.7382155209381,-73.9842976585536,"Gramercy","art_gallery"
"185","Stux Gallery",40.7493223878406,-74.0048091965919,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"186","Sugarhill Arts Center",40.8302204019001,-73.9470926657524,"Hamilton Heights","art_gallery"
"187","Suite 106",40.7235961214183,-73.9989243107074,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"188","Sun Yi Jun",40.7167628152919,-73.9953458096245,"Chinatown","art_gallery"
"189","Susan Aberbach Fine Art",40.7622890479556,-73.9716838884381,"Midtown-Midtown South","art_gallery"
"190","Susan Megson Gallery",40.7262492044454,-74.0008132091015,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"191","Susan Rolfe Associates Fine Arts Ltd",40.7644843016308,-73.9711103443112,"Upper East Side-Carnegie Hill","art_gallery"
"192","Susan Sheehan Gallery",40.7479117069286,-74.00605481573,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"193","Sutherland M",40.7669602464711,-73.9672277902357,"Upper East Side-Carnegie Hill","art_gallery"
"194","Swiss Institute",40.722247484878,-74.0000628936219,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"195","Taglialatella Dominic J",40.7495251020499,-74.0039458415261,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"196","Takako Tsuji Gallery",40.7622120464893,-73.9717379416551,"Midtown-Midtown South","art_gallery"
"197","Talwar Gallery",40.7354581457437,-73.988827488258,"Gramercy","art_gallery"
"198","Tambaran Gallery",40.7787966870526,-73.9613989856489,"Upper East Side-Carnegie Hill","art_gallery"
"199","Tang Sarina",40.7749908076161,-73.9644341367993,"Upper East Side-Carnegie Hill","art_gallery"
"200","Tanya Bonakdar Galery",40.7471718785601,-74.0061962785368,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"201","Tate",40.7416087692859,-74.0061882619847,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"202","Tatistcheff Gallery Inc",40.7465936546289,-74.0069499234362,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"203","Team Gallery",40.7502195419405,-74.0039372955022,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"204","Teller Susan Gallery",40.724290658599,-73.9974643631155,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"205","Tenri Cultural Institute",40.7364026687652,-73.9960936207605,"West Village","art_gallery"
"206","Thaw E V & Co",40.7704262261533,-73.9648714768632,"Upper East Side-Carnegie Hill","art_gallery"
"207","The Affordable Art Fair Llc",40.7412814524862,-73.9990701873441,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"208","The Axa Gallery",40.7616941845477,-73.9817828026849,"Midtown-Midtown South","art_gallery"
"209","The Bohen Foundation",40.7408079616128,-74.0065028070375,"West Village","art_gallery"
"210","The Chinese Art Gallery",40.7579552203608,-73.965656949278,"Turtle Bay-East Midtown","art_gallery"
"211","The Dollhaus Art Gallery",40.7109018357029,-73.9672872636691,"North Side-South Side","art_gallery"
"212","The Gallery 172",40.8315803968534,-73.8749193983119,"West Farms-Bronx River","art_gallery"
"213","The Old Print Shop Inc",40.7437412617387,-73.9821076788238,"Murray Hill-Kips Bay","art_gallery"
"214","The Phatory Llc",40.7257216580395,-73.9794746933036,"Lower East Side","art_gallery"
"215","The Q Department",40.7196631135947,-74.0003676771512,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"216","The Scene Gallery",40.7210620615601,-73.9909751716382,"Chinatown","art_gallery"
"217","Thicket",40.7185812244115,-74.0082490457587,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"218","Think Art Gallery",40.7546672150301,-73.9940318887655,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"219","Thomas & Hirsch",40.7234312421358,-74.0022847048919,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"220","Thomas Erben Gallery",40.7498964375615,-74.0042940111244,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"221","Thomson C Art",40.7740067348675,-73.9643098968175,"Upper East Side-Carnegie Hill","art_gallery"
"222","Three East Third St Corp",40.7263171691941,-73.9912703608634,"East Village","art_gallery"
"223","Throckmorton Fine Arts",40.7609489306426,-73.968446896942,"Turtle Bay-East Midtown","art_gallery"
"224","Tilton Jack Gallery",40.72225087144,-74.0020005798315,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"225","Time Is Always Now",40.7230360076951,-74.0016524552633,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"226","Tk Oriental Antiques",40.7623455604763,-73.97182904482,"Midtown-Midtown South","art_gallery"
"227","Tobey Fine Art",40.7244353476061,-73.9970366845134,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"228","Ton Ying & Co",40.7580811255043,-73.9657178767189,"Turtle Bay-East Midtown","art_gallery"
"229","Tonal Motion Inc",40.7524545710782,-73.985461387083,"Midtown-Midtown South","art_gallery"
"230","Tonkonow Leslie",40.7479582165763,-74.006151093021,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"231","Tower Art Gallery",40.7098382787242,-74.0095084934269,"Battery Park City-Lower Manhattan","art_gallery"
"232","Traditional Art Gallery Inc",40.7580347866605,-73.9658551347549,"Turtle Bay-East Midtown","art_gallery"
"233","Triangle Editions",40.7647107514411,-73.9677731620756,"Upper East Side-Carnegie Hill","art_gallery"
"234","Tribes Gallery",40.7215555077951,-73.9798840814897,"Lower East Side","art_gallery"
"235","Triple Candie",40.8137465789013,-73.9550632174421,"Manhattanville","art_gallery"
"236","Triton Collection the",40.75257911944,-74.0070489437203,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"237","Troubetzkoy Paintings",40.7242299219496,-73.9777795949515,"Lower East Side","art_gallery"
"238","Tunick David",40.7683307834722,-73.9684902260497,"Upper East Side-Carnegie Hill","art_gallery"
"239","Turkana Gallery",40.7097677805557,-74.0124525498898,"Battery Park City-Lower Manhattan","art_gallery"
"240","Ubu Gallery",40.7590477770315,-73.9612438956218,"Turtle Bay-East Midtown","art_gallery"
"241","Under Minerva",40.6624244488678,-73.9926405946356,"Park Slope-Gowanus","art_gallery"
"242","Up & Co",40.7180359585157,-74.0052533360809,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"243","Uptown Gallery the",40.7819508257015,-73.9583418115296,"Upper East Side-Carnegie Hill","art_gallery"
"244","Urban Architecture Gallery of Applied Arts Inc",40.7387200011721,-73.9556829035359,"Greenpoint","art_gallery"
"245","Ursus Books & Prints, Ltd.",40.7745505704717,-73.9631494760568,"Upper East Side-Carnegie Hill","art_gallery"
"246","Valenzi Gallery & Framing",40.7697579741322,-73.9260913705324,"Old Astoria","art_gallery"
"247","Van De Weghe Fine Art",40.7482950550761,-74.004858315991,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"248","Vance Jordan Fine Art",40.7740762256816,-73.9641240205503,"Upper East Side-Carnegie Hill","art_gallery"
